iter	MAPE	Quantile:alpha=0.7
950	0.1868957337	8.533364148
951	0.1868435946	8.530982668
952	0.1866468005	8.528405737
953	0.1865698129	8.516977969
954	0.1864540937	8.510283691
955	0.1863997519	8.506103914
956	0.1863333947	8.504854372
957	0.1862264863	8.500337246
958	0.1862000763	8.496975596
959	0.1861438068	8.490336613
960	0.1860227415	8.488324389
961	0.1859852694	8.487252306
962	0.1859194213	8.477537829
963	0.1858668891	8.469975168
964	0.1857831644	8.469286463
965	0.1856820172	8.461172403
966	0.185605907	8.455394868
967	0.1855360839	8.446897056
968	0.1854527091	8.439206802
969	0.1854096077	8.437482957
970	0.1853726591	8.432309909
971	0.1853034283	8.427197358
972	0.1852416577	8.42620643
973	0.1851640956	8.416554056
974	0.1851170998	8.410768241
975	0.1850579508	8.401813257
976	0.1850007296	8.395357384
977	0.1849000029	8.391121213
978	0.1848243758	8.386882353
979	0.1847758071	8.379522507
980	0.1846668251	8.375200193
981	0.1845979509	8.369315204
982	0.1845240252	8.365089228
983	0.1844307804	8.360057822
984	0.1843852428	8.355750853
985	0.1843282829	8.348978576
986	0.1841745747	8.341748903
987	0.1841331715	8.337313566
988	0.1840935639	8.33573657
989	0.1839920588	8.330157964
990	0.1838890384	8.325858454
991	0.1838277041	8.318132859
992	0.1837924168	8.311644323
993	0.1837258554	8.305325038
994	0.1835747203	8.297636239
995	0.1834771673	8.293914421
996	0.1833998765	8.290357024
997	0.1832853578	8.281067604
998	0.1831402323	8.274587681
999	0.1830427825	8.270242793
